study,Arm,Year,ind_clu,ICC_for_cRCT,Country,Single_multi,Age_mean,Age_sd,Age_n,F_n,Hyp_n,Insomnia diagnosis,Dx,Primary insomnia_n,Comorbidities,Comment,se,sd,cr,th,cw,sr,sc,re,pi,w,dt,ns,he,tg,ind,gp,ff,ae,treatment_component,treatment_group,treatment_binary,duration_weeks,n,r,remission,def_remission_response,scale used,Severity_bl_mean,Severity_bl_sd,Severity_bl_n,Severity_ch_mean,Severity_ch_sd,Severity_ch_n,Severity_ep_mean,Severity_ep_sd,Severity_ep_n,Severity_scale,r_imputed,dropout,SE_mean,SE_sd,SE_n,TST_mean,TST_sd,TST_n,SOL_mean,SOL_sd,SOL_n,WASO_mean,WASO_sd,WASO_n,r_long,remission_long,r_long_scale_used,Severity_mean_long,Severity_sd_long,Severity_n_long,Severity_ch_mean_long,Severity_ch_sd_long,Severity_ch_n_long,r_imputed_long,r_imputed_long_scale_used,r_weeks_long,DropOutRate,Overall
Manber2016,CTRL,2016,individual,*,USA,multi,45,12.3,75,57,0,1. formal_DSM,1,0,2. psy_MDD,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,se+ns+ind+ff,PE,control,16,75,15,15,ISI<8,ISI,18.3,3.9,75,*,*,*,11,8,48,ISI,16,27,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,30,H
Manber2016,CBTI,2016,individual,*,USA,multi,48.3,12.7,75,53,0,1. formal_DSM,1,0,2. psy_MDD,,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,se+cr+sr+sc+re+ns+ind+ff,CBT,active,16,75,31,31,ISI<8,ISI,19.4,4.3,75,*,*,*,8,6,56,ISI,26,18,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,30,H
Manber2019,CTRL,2019,individual,*,USA,multi,32.6,4.9,90,98,0,1. formal_DSM,1,0,3. phy_pregnancy_perinatal,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,se+sd+ns+ind+ff,PE,control,*,98,47,47,ISI<8,ISI,15.9,4.4,90,*,*,*,11.2,4.9,90,ISI,20,35,*,*,*,*,*,*,*,*,*,*,*,*,57,57,ISI,*,*,*,*,*,*,*,*,15,30.9,L
Manber2019,CBTI,2019,individual,*,USA,multi,33.4,5.2,89,96,0,1. formal_DSM,1,0,3. phy_pregnancy_perinatal,,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,se+sd+cr+sr+sc+re+ns+ind+ff,CBT,active,*,96,57,57,ISI<8,ISI,15.4,4.3,89,*,*,*,8,5.2,89,ISI,41,25,*,*,*,*,*,*,*,*,*,*,*,*,61,61,ISI,*,*,*,*,*,*,*,*,15,30.9,L
Mao2018,Intervention,2018,individual,*,China,single,43.27,12.03,52,38,*,1. formal_DSM,1,52,0. primary_insomnia,,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,se+sd+cr+sr+sc+re+dt+ns+gp+ff,CBT,active,8,52,4,*,*,*,11.48,2.54,52,*,*,*,8.23,1.9,49,PSQI,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7.7,S
Mao2018,Control,2018,individual,*,China,single,42.52,9.92,52,36,*,1. formal_DSM,1,52,0. primary_insomnia,,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,se+sd+dt+ns+gp+ff,PE,control,8,52,1,*,*,*,11.67,2.91,52,*,*,*,10.06,2.03,47,PSQI,1,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7.7,S
Marino2001,WL,2001,individual,*,Canada,single,41.5,*,35,24,0,1. formal_ICSD,1,35,0. primary_insomnia,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,sd+w,WL,control,8,35,0,*,*,*,25.97,1.42,35,*,*,*,25.21,3.12,35,ISI,0,*,48.98,7.09,35,207.6,43.8,35,57.98,11.86,35,*,*,*,0,*,*,25.47,3.48,35,*,*,*,0,ISI,24,0,H
Marino2001,CBTI,2001,individual,*,Canada,single,41.5,*,35,22,0,1. formal_ICSD,1,35,0. primary_insomnia,,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,se+sd+cr+sr+sc+re+ns+gp+ff,CBT,active,8,35,0,*,*,*,25.25,1.44,35,*,*,*,17.34,2.88,35,ISI,0,*,64.67,6.56,35,309.6,40.2,35,40.21,10.97,35,*,*,*,0,*,*,15.85,3.22,35,*,*,*,0,ISI,24,0,H
Marks2023,ABC,2023,individual,*,UK,single,52.5,14.44444444,34,18,*,2. informal_ISI,2,0,3. phy_others,tinnitus,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,se+sd+re+dt+ns+gp+ff,RT,active,8,34,5,*,*,*,18.06,3.08,34,*,*,*,13.76,5.97,34,ISI,5,2,76.14,11.57,34,374.47,64.04,34,28.47,19.61,34,*,*,*,10,*,*,10.83,6.57,34,*,*,*,10,ISI,24,8.8,L
Marks2023,SSG,2023,individual,*,UK,single,51,10.37037037,35,17,*,2. informal_ISI,2,0,3. phy_others,tinnitus,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,sd+dt+ns+gp+ff,PE,control,8,35,0,*,*,*,19.04,3.3,35,*,*,*,17.19,4.09,35,ISI,0,4,66.98,13.78,35,345.5,72.65,35,29.14,15.35,35,*,*,*,2,*,*,15.29,5.26,35,*,*,*,2,ISI,24,8.8,L
Marks2023,CBTi,2023,individual,*,UK,single,54,12.59259259,33,14,*,2. informal_ISI,2,0,3. phy_others,tinnitus,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,se+sd+cr+sr+sc+re+pi+dt+ns+gp+ff,CBT,active,8,33,18,*,*,*,19.09,2.82,33,*,*,*,7.1,4.41,33,ISI,18,3,85.62,9.97,33,361.25,60.17,33,18.21,23.43,33,*,*,*,23,*,*,5.45,3.8,33,*,*,*,23,ISI,24,8.8,L
Martinez2014,CBT-I,2014,individual,*,Spain,single,46.53,6.31,30,30,*,1. formal_DSM,1,0,3. phy_fibromyalgia,,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,se+sd+cr+sr+sc+re+dt+ns+ind+ff,CBT,active,6,32,2,*,*,*,15.3,3.03,30,*,*,*,11.33,4.03,30,PSQI,2,2,*,*,*,*,*,*,*,*,*,*,*,*,3,*,*,11.63,4.63,27,*,*,*,3,PSQI,30,10.9,S
Martinez2014,SH,2014,individual,*,Spain,single,48.66,7.27,29,29,*,1. formal_DSM,1,0,3. phy_fibromyalgia,,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,se+sd+w+dt+ns+ind+ff,WL,control,6,32,0,*,*,*,14.93,3.35,27,*,*,*,13.48,2.88,27,PSQI,0,5,*,*,*,*,*,*,*,*,*,*,*,*,1,*,*,13.3,4.15,20,*,*,*,1,PSQI,30,10.9,S
Matthews2014,CBTI,2014,individual,*,USA,single,52.17,6.86,30,30,*,2. informal_other_self_reported_scales,2,0,3. phy_cancer,,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,se+sd+cr+sr+sc+dt+ns+ind+ff,CBT,active,6,32,11,*,*,*,17.6,*,32,*,*,*,9.03,4.9,30,ISI,11,2,88.48,11.1,32,357.16,67.4,32,16.06,25.2,32,17.87,33.7,32,16,*,*,7.43,4.9,32,*,*,*,16,ISI,24,6.7,S
Matthews2014,BPT,2014,individual,*,USA,single,52.85,7.75,26,26,*,2. informal_other_self_reported_scales,2,0,3. phy_cancer,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,sd+dt+ns+ind+ff,PE,control,6,28,6,*,*,*,17.29,*,28,*,*,*,11.37,4.9,26,ISI,6,2,85.91,11.1,28,413.66,67.4,28,17.49,25.2,28,28.72,33.7,28,7,*,*,10.84,4.9,28,*,*,*,7,ISI,24,6.7,S
McCrae2007,MBT,2007,individual,*,USA,multi,77.2,8,11,7,0,1. formal_DSM,1,11,0. primary_insomnia,,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,sd+sr+sc+re+ns+ind+ff,BT,active,4,12,9,*,*,*,57.85,19.83,11,*,*,*,20.58,10.46,11,WASO,9,1,88.48,5.37,11,390.97,71.02,11,18.57,10.16,11,20.58,10.46,11,*,*,*,*,*,*,*,*,*,*,*,*,4.8,S
McCrae2007,SHE,2007,individual,*,USA,multi,77.2,8,9,7,0,1. formal_DSM,1,9,0. primary_insomnia,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,se+sd+ns+ind+ff,PE,control,4,9,3,*,*,*,55.71,20.81,9,*,*,*,37.51,22.5,9,WASO,3,0,82.36,5.97,9,443.98,28.83,9,28.7,15.77,9,37.51,22.5,9,*,*,*,*,*,*,*,*,*,*,*,*,4.8,S
McCrae2019,WLC,2019,individual,*,USA,single,52.27,11.19,37,37,17,3. others,3,0,3. phy_fibromyalgia,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,sd+w+dt,WL,control,8,37,12,12,Insomnia-no longer reporting sleep initiation and maintenance difficulties.,WASO_SOL,-2.47,3.34,37,*,*,*,-2.66,3.35,28,other_self_reported_scales,11,9,80.09,9.35,28,419.01,79.76,28,38.52,33.53,28,37.84,26.05,28,7,7,other_self_reported_scales,-2.65,3.36,23,*,*,*,9,other_self_reported_scales,32,27.6,S
McCrae2019,CBT-I,2019,individual,*,USA,single,54.13,11.03,39,39,13,3. others,3,0,3. phy_fibromyalgia,,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,se+sd+cr+sr+sc+re+dt+ns+ind+ff,CBT,active,8,39,28,28,Insomnia-no longer reporting sleep initiation and maintenance difficulties.,WASO_SOL,-2.62,3.43,39,*,*,*,-3.32,3.44,27,other_self_reported_scales,13,12,88.45,9.6,27,400.96,82.2,27,22.25,34.77,27,20.65,14.67,27,21,21,other_self_reported_scales,-3.27,3.45,24,*,*,*,11,other_self_reported_scales,32,27.6,S
McCrae2020,BBTi,2020,individual,*,USA,single,67.97,5.97,32,22,9,3. others,3,32,0. primary_insomnia,ASDA1993 criteria,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,se+sd+sr+sc+re+dt+ns+ind+ff,BT,active,4,32,9,9,SE>85% and sleep quality>2.5,*,-2.69,3.111269837,32,*,*,*,-3.07,3.563818177,32,other_self_reported_scales,14,8,80.47,12.12,32,355.15,68.46,32,27.37,25.05,32,40.84,31.87,32,10,10,other_self_reported_scales,-3.11,3.337544007,32,*,*,*,15,other_self_reported_scales,16,16.1,H
McCrae2020,SMC,2020,individual,*,USA,single,71.03,9.06,30,20,8,3. others,3,30,0. primary_insomnia,ASDA1993 criteria,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,sd+dt+ns+ind+ff,PE,control,4,30,2,2,SE>85% and sleep quality>2.5,*,-2.96,2.848157299,30,*,*,*,-3.05,3.395879857,30,other_self_reported_scales,13,2,78.74,12.2,30,390.43,77.04,30,34.79,32.29,30,46.01,33.6,30,3,3,other_self_reported_scales,-2.99,3.067246322,30,*,*,*,13,other_self_reported_scales,16,16.1,H
McCurry2016,MEC,2016,individual,*,USA,single,54.7,4.7,53,53,0,2. informal_ISI,2,0,3. phy_menopause,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,se+sd+ns+ind,PE,control,6,53,10,10,ISI<8,ISI,16.8,3.900130535,53,-4.7,4.573744213,41,12.1,4.9,41,ISI,7,12,79.7,11.1,33,396,67.4,33,38.9,25.2,33,66,33.7,33,16,16,ISI,10.1,4.9,37,-6.7,5.275962407,37,11,ISI,24,17,H
McCurry2016,CBT-I,2016,individual,*,USA,single,55,3.5,53,53,0,2. informal_ISI,2,0,3. phy_menopause,,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,se+sd+cr+cw+sr+sc+ns+ind,CBT,active,6,53,33,33,ISI<8,ISI,15.6,2.971528027,53,-9.9,4.372309041,47,5.7,4.9,47,ISI,30,6,87.9,11.1,43,420,67.4,43,22.9,25.2,43,34.3,33.7,43,37,37,ISI,4.9,4.9,44,-10.7,4.230466499,44,31,ISI,24,17,H
McCurry2021,EOC,2021,individual,*,USA,single,70.4,6.5,164,120,10,2. informal_ISI,2,0,3. phy_others,,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,se+sd+dt+ns+ind,PE,control,8,164,37,37,ISI<8,ISI,15.5,3.2,164,*,*,*,10.7,4.3,145,ISI,33,19,*,*,*,*,*,*,*,*,*,*,*,*,33,33,ISI,10.8,4.5,128,*,*,*,30,ISI,48,14.1,S
McCurry2021,CBT-I,2021,individual,*,USA,single,70.1,7.1,163,124,8,2. informal_ISI,2,0,3. phy_others,,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,se+sd+cr+th+cw+sr+sc+dt+ns+ind,CBT,active,8,163,79,79,ISI<8,ISI,15.3,3.2,163,*,*,*,7.2,4,136,ISI,72,27,*,*,*,*,*,*,*,*,*,*,*,*,67,67,ISI,7.7,4.5,119,*,*,*,57,ISI,48,14.1,S
Means2000,Untreated SWI,2000,individual,*,USA,single,20.2,4.4,29,20,0,1. formal_ICSD,1,29,0. primary_insomnia,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,sd+w,WL,control,2.5,29,12,*,*,*,10.7,4.5,29,*,*,*,11.4,3.5,29,ESS,12,0,85.6,8.1,29,*,*,*,30.2,20.2,29,20.8,17.9,29,*,*,*,*,*,*,*,*,*,*,*,*,0,S
Means2000,Treated SWI,2000,individual,*,USA,single,21,5.3,28,19,0,1. formal_ICSD,1,28,0. primary_insomnia,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,sd+re+ns+ind+ff,RT,active,2.5,28,17,*,*,*,10.5,4.4,28,*,*,*,9.6,3.6,28,ESS,17,0,88.4,5.4,28,*,*,*,24.8,15.9,28,13,12.2,28,*,*,*,*,*,*,*,*,*,*,*,*,0,S
Milby1993,Triazolam plus behavioral therapy,1993,individual,*,USA,single,32.5,5.9,8,4,8,1. formal_DSM,1,8,0. primary_insomnia,,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,sd+sc+re+dt+ns+ind+ff,BT,active,3,8,2,*,*,*,3.21,0.81,8,*,*,*,3.34,0.88,8,other_self_reported_scales,2,0,*,*,*,426.6,47.4,8,23.42,8.1,8,*,*,*,3,*,*,2.89,0.89,8,*,*,*,3,other_self_reported_scales,8,0,S
Milby1993,Triazolam plus sleep-related information,1993,individual,*,USA,single,32.5,5.9,7,4,7,1. formal_DSM,1,7,0. primary_insomnia,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,sd+dt+ns+ind+ff,PE,control,3,7,1,*,*,*,3.72,0.65,7,*,*,*,3.15,0.4,7,other_self_reported_scales,1,0,*,*,*,402,32.4,7,28.07,12.1,7,*,*,*,0,*,*,3.63,0.58,7,*,*,*,0,other_self_reported_scales,8,0,S
Miller2021,SE,2021,individual,*,USA,single,22.5,2.8,28,20,9,1. formal_DSM,1,*,2. psy_substance_dependence,,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,se+sd+dt+ns+ind+ff,PE,control,5,28,4,*,*,*,15.93,2.92,28,*,*,*,10.74,3.37,24,ISI,4,4,93.15,4.62,24,505.2,94.2,24,22.55,15.69,24,13.03,16.05,24,7,*,*,9.25,4.62,21,*,*,*,7,ISI,9,23.2,H
Miller2021,CBT-I,2021,individual,*,USA,single,22.3,2.7,28,22,3,1. formal_DSM,1,*,2. psy_substance_dependence,,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,se+sd+cr+sr+sc+re+dt+ns+ind+ff,CBT,active,5,28,10,*,*,*,16.43,4.06,28,*,*,*,7.15,4.02,19,ISI,10,9,93.79,3.64,19,456.6,55.2,19,15.81,8.5,19,13.71,14.58,19,8,*,*,6.82,4.01,14,*,*,*,8,ISI,9,23.2,H
Miller2023,CBT-I,2023,individual,*,USA,single,45.6,11.9,32,3,26,1. formal_DSM,1,0,2. psy_substance_dependence,alcohol,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,se+sd+cr+sr+sc+re+ns+ind+ff,CBT,active,5,32,21,*,*,*,17.97,4.66,32,*,*,*,5.69,4.7,32,ISI,21,5,87.3,7.5,32,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,20.9,L
Miller2023,Sleep hygiene,2023,individual,*,USA,single,46.9,11.9,35,3,24,1. formal_DSM,1,0,2. psy_substance_dependence,alcohol,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,se+sd+ns+ind+ff,PE,control,5,35,10,*,*,*,19.26,4.01,35,*,*,*,10.96,6.43,35,ISI,10,9,82.41,11.51,35,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,20.9,L
Mimeault1999,WLC,1999,individual,*,Canada,single,56.94,13.43,18,11,11,1. formal_DSM,1,18,0. primary_insomnia,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,sd+w+dt,WL,control,6,18,1,*,*,*,16.89,4.74,18,*,*,*,16.28,5.13,18,ISI,1,0,69.97,13.08,18,347.63,66.6,18,39.29,33.97,18,64.14,44.65,18,*,*,*,*,*,*,*,*,*,*,*,*,6.8,H
Mimeault1999,BTPC,1999,individual,*,Canada,single,45.61,8.49,18,11,9,1. formal_DSM,1,18,0. primary_insomnia,,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,se+sd+cr+sr+sc+dt+ns+he+tg,CBT,active,6,18,5,*,*,*,16.78,3.98,18,*,*,*,10.35,4.76,18,ISI,5,0,83.92,9.78,18,379.14,69.54,18,22.76,14.82,18,27.96,21.02,18,5,*,*,10.2,6.1,14,*,*,*,5,ISI,19,6.8,H
Mimeault1999,BT,1999,individual,*,Canada,single,49.83,13.26,18,10,9,1. formal_DSM,1,18,0. primary_insomnia,,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,se+sd+cr+sr+sc+dt+ns,CBT,active,6,22,4,*,*,*,16.72,4.31,18,*,*,*,10.78,4.4,18,ISI,4,4,76.62,14.99,18,361.42,76.36,18,35.29,26.83,18,28.84,27.78,18,4,*,*,9.69,4.01,15,*,*,*,4,ISI,19,6.8,H
Miro2011,CBT,2011,individual,*,Spain,single,43.94,6.06,16,22,*,1. formal_DSM,1,0,3. phy_fibromyalgia,,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,se+sd+cr+sr+sc+re+dt+ns+gp+ff,CBT,active,6,22,2,*,*,*,15.05,3.39,20,*,*,*,11.55,4.29,20,PSQI,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,9.1,H
Miro2011,SH,2011,individual,*,Spain,single,50.2,6.12,15,22,*,1. formal_DSM,1,0,3. phy_fibromyalgia,,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,se+w+dt+ns+gp+ff,WL,control,6,22,0,*,*,*,14.15,3.11,20,*,*,*,13.2,3.12,20,PSQI,0,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,9.1,H
Morawetz1989(SOL),WL,1989,individual,*,Australia,single,44,*,18,*,0,3. others,3,18,0. primary_insomnia,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,sd+w,WL,control,4,18,4,*,*,*,55,21,18,*,*,*,52,26,18,SOL,4,*,*,*,*,*,*,*,52,26,18,*,*,*,*,*,*,*,*,*,*,*,*,*,*,,20.8,H
Morawetz1989(SOL),Therapist,1989,individual,*,Australia,single,44,*,16,*,0,3. others,3,16,0. primary_insomnia,,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,sd+sc+re+ns+gp+ff,BT,active,4,16,7,*,*,*,66,37,16,*,*,*,34,23,16,SOL,7,*,*,*,*,*,*,*,34,23,16,*,*,*,7,*,*,32,23,16,*,*,*,7,SOL,16,20.8,H
Morawetz1989(SOL),Tape,1989,individual,*,Australia,single,44,*,16,*,0,3. others,3,16,0. primary_insomnia,,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,sd+sc+re+ns,BT,active,4,16,8,*,*,*,54,22,16,*,*,*,30,14,16,SOL,8,*,*,*,*,*,*,*,30,14,16,*,*,*,11,*,*,26,9,16,*,*,*,11,SOL,16,20.8,H
Morawetz1989(WASO),WL,1989,individual,*,Australia,single,44,*,12,*,2,3. others,3,12,0. primary_insomnia,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,sd+w,WL,control,4,12,4,*,*,*,55,29,12,*,*,*,48,33,12,WASO,4,*,*,*,*,*,*,*,*,*,*,48,33,12,*,*,*,*,*,*,*,*,*,*,*,,0,H
Morawetz1989(WASO),Tape,1989,individual,*,Australia,single,44,*,7,*,1,3. others,3,7,0. primary_insomnia,,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,sd+sc+re+ns,BT,active,4,7,4,*,*,*,49,22,7,*,*,*,26,25,7,WASO,4,*,*,*,*,*,*,*,*,*,*,26,25,7,*,*,*,*,*,*,*,*,*,*,*,,0,H
Morgan2012,Treatment,2012,individual,*,UK,single,67,7.9,98,68,50,1. formal_DSM,1,0,3. phy_mixed,,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,se+sd+cr+sr+sc+dt+ns+he+tg+ind,CBT,active,6,99,9,*,*,*,17.7,4.6,98,-5.11,4.57,62,12.59,4.9,62,ISI,9,35,73.33,11.1,64,*,*,*,*,*,*,*,*,*,8,*,*,12.66,4.9,55,-5.04,5.88,55,8,ISI,30,30.2,H
Morgan2012,TAU,2012,individual,*,UK,single,66.3,6.9,95,60,45,1. formal_DSM,1,0,3. phy_mixed,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,se+dt+ns+ind,PE,control,6,103,7,*,*,*,15.6,5,95,-1.49,4.09,76,14.11,4.9,76,ISI,7,26,67.9,11.1,77,*,*,*,*,*,*,*,*,*,6,*,*,13.94,4.9,64,-1.66,4.94,64,6,ISI,30,30.2,H
Morin1988,WL,1988,individual,*,USA,single,66.4,6.4,10,5,6,3. others,3,10,0. primary_insomnia,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,sd+w+dt,WL,control,4,10,1,*,*,*,67.42,26.52,10,*,*,*,71.4,39.22,10,WASO,1,0,*,*,*,340.16,70.29,10,30.98,19.56,10,71.4,39.22,10,*,*,*,*,*,*,*,*,*,*,*,*,4.2,S
Morin1988,IR,1988,individual,*,USA,single,67.5,4.9,8,6,5,3. others,3,8,0. primary_insomnia,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,sd+dt+ns+gp+ff,PE,control,4,8,1,*,*,*,72.97,28.87,8,*,*,*,56.75,23.69,8,WASO,1,0,*,*,*,360.63,64.69,8,26.34,15.84,8,56.75,23.69,8,0,*,*,59.37,18.86,8,*,*,*,0,WASO,52,4.2,S
Morin1988,SC,1988,individual,*,USA,single,68.4,5.7,9,6,4,3. others,3,9,0. primary_insomnia,,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,sd+sc+dt+ns+gp+ff,BT,active,4,9,3,*,*,*,76.74,36.31,9,*,*,*,42.88,43.57,9,WASO,3,0,*,*,*,354.4,83.26,9,39.82,29.23,9,42.88,43.57,9,4,*,*,35.32,37.9,9,*,*,*,4,WASO,52,4.2,S
Morin1993,CBT,1993,individual,*,USA,single,67.1,5.3,12,8.5,0,1. formal_ICSD,1,12,0. primary_insomnia,,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,se+sd+cr+sr+sc+ns+gp+ff,CBT,active,8,12,9,*,*,*,3.42,1.07,12,*,*,*,2.14,0.63,12,other_self_reported_scales,9,0,82.81,6.85,12,341.4,42.48,12,20.62,11.65,12,28.75,16.55,12,*,*,*,*,*,*,*,*,*,*,*,*,0,S
Morin1993,WLC,1993,individual,*,USA,single,67.1,5.3,12,8.5,0,1. formal_ICSD,1,12,0. primary_insomnia,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,sd+w,WL,control,8,12,4,*,*,*,2.76,1.06,12,*,*,*,2.91,1.05,12,other_self_reported_scales,4,0,70.88,15.2,12,318.93,70.34,12,31.18,28.3,12,63.69,51.35,12,*,*,*,*,*,*,*,*,*,*,*,*,0,S
Morin1999,Combined,1999,individual,*,USA,single,65.2,6.9,19,13,0,1. formal_DSM,1,20,0. primary_insomnia,,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,se+sd+cr+sr+sc+dt+ns+ind+gp+ff,CBT,active,8,20,1,*,*,*,22,*,19,*,*,*,14.5,4.9,19,ISI,1,1,84.86,11.6,19,331.93,65.4,19,*,*,*,20.78,20.2,19,0,*,*,17.3,4.9,19,*,*,*,0,ISI,56,10,H
Morin1999,PCT,1999,individual,*,USA,single,64.1,6.4,17,9,0,1. formal_DSM,1,20,0. primary_insomnia,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,sd+dt+ns+ind+ff,PE,control,8,20,0,*,*,*,22,*,17,*,*,*,17.6,4.9,17,ISI,0,3,82.68,6.4,17,383.9,56.8,17,*,*,*,29.48,19.5,17,0,*,*,18.7,4.9,17,*,*,*,0,ISI,56,10,H
NCT00127790-1,CBT-I,2012,individual,*,USA,single,45.7,8.2,6,4,6,3. others,3,0,3. phy_others,Chronic pain,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,se+cr+sr+sc+re+dt+ns+ind+ff,CBT,active,10,6,4,*,*,*,*,*,*,*,*,*,6,4.654030511,6,ISI,4,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0,S
NCT00127790-1,WL,2012,individual,*,USA,single,52.3,1,4,2,4,3. others,3,0,3. phy_others,Chronic pain,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,w+dt,WL,control,10,4,0,*,*,*,*,*,*,*,*,*,13,3.4,4,ISI,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0,S
NCT00127790-2,CBT-P/I,2012,individual,*,USA,single,50.5,8.5,6,6,6,3. others,3,0,3. phy_others,Chronic pain,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,se+cr+sr+sc+re+dt+ns+ind+ff,CBT,active,10,6,5,*,*,*,*,*,*,*,*,*,4.4,2.449489743,6,ISI,5,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0,S
NCT00127790-2,CBT-P,2012,individual,*,USA,single,55.8,9.8,5,2,5,3. others,3,0,3. phy_others,Chronic pain,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,cr+re+dt+ns+ind+ff,CBT,active,10,5,0,*,*,*,*,*,*,*,*,*,12.8,2.459674775,5,ISI,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0,S
